,Company,Date,Employees
4,5,2014-11-30,0
5,6,2014-11-30,0
6,7,2014-11-30,0
7,8,2014-11-30,0
8,9,2014-11-30,0
9,10,2014-11-30,0
10,11,2014-11-30,0
11,12,2014-11-30,0
0,1,2014-12-01,32
1,2,2014-12-01,10
2,3,2014-12-01,15
3,4,2014-12-01,4
4,5,2014-12-01,6
5,6,2014-12-01,4
6,7,2014-12-01,2
7,8,2014-12-01,4
8,9,2014-12-01,4
9,10,2014-12-01,4
10,11,2014-12-01,0
11,12,2014-12-01,0
0,1,2014-12-02,2
1,2,2014-12-02,3
2,3,2014-12-02,0
3,4,2014-12-02,1
4,5,2014-12-02,1
5,6,2014-12-02,0
6,7,2014-12-02,0
7,8,2014-12-02,1
8,9,2014-12-02,1
9,10,2014-12-02,0
10,11,2014-12-02,0
11,12,2014-12-02,0
0,1,2014-12-03,4
1,2,2014-12-03,0
2,3,2014-12-03,2
3,4,2014-12-03,0
4,5,2014-12-03,1
5,6,2014-12-03,0
6,7,2014-12-03,0
7,8,2014-12-03,0
8,9,2014-12-03,0
9,10,2014-12-03,0
10,11,2014-12-03,0
11,12,2014-12-03,0
0,1,2014-12-04,-3
1,2,2014-12-04,-1
2,3,2014-12-04,-2
3,4,2014-12-04,-1
4,5,2014-12-04,0
5,6,2014-12-04,-1
6,7,2014-12-04,0
7,8,2014-12-04,0
8,9,2014-12-04,0
9,10,2014-12-04,0
10,11,2014-12-04,0
11,12,2014-12-04,0
0,1,2014-12-05,-36
1,2,2014-12-05,-12
2,3,2014-12-05,-9
3,4,2014-12-05,-8
4,5,2014-12-05,-5
5,6,2014-12-05,-4
6,7,2014-12-05,-5
7,8,2014-12-05,-4
8,9,2014-12-05,0
9,10,2014-12-05,-2
10,11,2014-12-05,0
11,12,2014-12-05,0
0,1,2014-12-06,0
1,2,2014-12-06,0
2,3,2014-12-06,0
3,4,2014-12-06,0
4,5,2014-12-06,0
5,6,2014-12-06,0
6,7,2014-12-06,0
7,8,2014-12-06,0
8,9,2014-12-06,0
9,10,2014-12-06,0
10,11,2014-12-06,0
11,12,2014-12-06,0
0,1,2014-12-07,0
1,2,2014-12-07,0
2,3,2014-12-07,0
3,4,2014-12-07,0
4,5,2014-12-07,0
5,6,2014-12-07,0
6,7,2014-12-07,0
7,8,2014-12-07,0
8,9,2014-12-07,0
9,10,2014-12-07,0
10,11,2014-12-07,0
11,12,2014-12-07,0
0,1,2014-12-08,28
1,2,2014-12-08,8
2,3,2014-12-08,9
3,4,2014-12-08,5
4,5,2014-12-08,8
5,6,2014-12-08,3
6,7,2014-12-08,5
7,8,2014-12-08,3
8,9,2014-12-08,3
9,10,2014-12-08,3
10,11,2014-12-08,0
11,12,2014-12-08,0
0,1,2014-12-09,3
1,2,2014-12-09,5
2,3,2014-12-09,1
3,4,2014-12-09,0
4,5,2014-12-09,0
5,6,2014-12-09,1
6,7,2014-12-09,0
7,8,2014-12-09,1
8,9,2014-12-09,0
9,10,2014-12-09,0
10,11,2014-12-09,0
11,12,2014-12-09,0
0,1,2014-12-10,0
1,2,2014-12-10,1
2,3,2014-12-10,0
3,4,2014-12-10,1
4,5,2014-12-10,0
5,6,2014-12-10,0
6,7,2014-12-10,0
7,8,2014-12-10,0
8,9,2014-12-10,1
9,10,2014-12-10,0
10,11,2014-12-10,0
11,12,2014-12-10,0
0,1,2014-12-11,0
1,2,2014-12-11,0
2,3,2014-12-11,0
3,4,2014-12-11,0
4,5,2014-12-11,0
5,6,2014-12-11,0
6,7,2014-12-11,0
7,8,2014-12-11,0
8,9,2014-12-11,0
9,10,2014-12-11,0
10,11,2014-12-11,0
11,12,2014-12-11,0
0,1,2014-12-12,-20
1,2,2014-12-12,-16
2,3,2014-12-12,-12
3,4,2014-12-12,-5
4,5,2014-12-12,-1
5,6,2014-12-12,0
6,7,2014-12-12,-4
7,8,2014-12-12,-2
8,9,2014-12-12,-2
9,10,2014-12-12,-2
10,11,2014-12-12,0
11,12,2014-12-12,0
0,1,2014-12-13,0
1,2,2014-12-13,0
2,3,2014-12-13,0
3,4,2014-12-13,0
4,5,2014-12-13,0
5,6,2014-12-13,0
6,7,2014-12-13,0
7,8,2014-12-13,0
8,9,2014-12-13,0
9,10,2014-12-13,0
10,11,2014-12-13,0
11,12,2014-12-13,0
0,1,2014-12-14,0
1,2,2014-12-14,0
2,3,2014-12-14,0
3,4,2014-12-14,0
4,5,2014-12-14,0
5,6,2014-12-14,0
6,7,2014-12-14,0
7,8,2014-12-14,0
8,9,2014-12-14,0
9,10,2014-12-14,0
10,11,2014-12-14,0
11,12,2014-12-14,0
0,1,2014-12-15,26
1,2,2014-12-15,16
2,3,2014-12-15,8
3,4,2014-12-15,5
4,5,2014-12-15,6
5,6,2014-12-15,4
6,7,2014-12-15,0
7,8,2014-12-15,0
8,9,2014-12-15,6
9,10,2014-12-15,4
10,11,2014-12-15,0
11,12,2014-12-15,0
0,1,2014-12-16,1
1,2,2014-12-16,1
2,3,2014-12-16,1
3,4,2014-12-16,1
4,5,2014-12-16,0
5,6,2014-12-16,0
6,7,2014-12-16,0
7,8,2014-12-16,0
8,9,2014-12-16,-1
9,10,2014-12-16,-1
10,11,2014-12-16,0
11,12,2014-12-16,0
0,1,2014-12-17,0
1,2,2014-12-17,2
2,3,2014-12-17,2
3,4,2014-12-17,1
4,5,2014-12-17,0
5,6,2014-12-17,0
6,7,2014-12-17,0
7,8,2014-12-17,-1
8,9,2014-12-17,0
9,10,2014-12-17,0
10,11,2014-12-17,0
11,12,2014-12-17,0
0,1,2014-12-18,-1
1,2,2014-12-18,1
2,3,2014-12-18,-1
3,4,2014-12-18,0
4,5,2014-12-18,0
5,6,2014-12-18,0
6,7,2014-12-18,0
7,8,2014-12-18,0
8,9,2014-12-18,0
9,10,2014-12-18,0
10,11,2014-12-18,0
11,12,2014-12-18,0
0,1,2014-12-19,-26
1,2,2014-12-19,-19
2,3,2014-12-19,-5
3,4,2014-12-19,-10
4,5,2014-12-19,-5
5,6,2014-12-19,-8
6,7,2014-12-19,-1
7,8,2014-12-19,-1
8,9,2014-12-19,-4
9,10,2014-12-19,-2
10,11,2014-12-19,0
11,12,2014-12-19,0
0,1,2014-12-20,0
1,2,2014-12-20,0
2,3,2014-12-20,0
3,4,2014-12-20,0
4,5,2014-12-20,0
5,6,2014-12-20,0
6,7,2014-12-20,0
7,8,2014-12-20,0
8,9,2014-12-20,0
9,10,2014-12-20,0
10,11,2014-12-20,0
11,12,2014-12-20,0
0,1,2014-12-21,0
1,2,2014-12-21,0
2,3,2014-12-21,0
3,4,2014-12-21,0
4,5,2014-12-21,0
5,6,2014-12-21,0
6,7,2014-12-21,0
7,8,2014-12-21,0
8,9,2014-12-21,0
9,10,2014-12-21,0
10,11,2014-12-21,0
11,12,2014-12-21,0
0,1,2014-12-22,28
1,2,2014-12-22,24
2,3,2014-12-22,8
3,4,2014-12-22,10
4,5,2014-12-22,2
5,6,2014-12-22,4
6,7,2014-12-22,4
7,8,2014-12-22,3
8,9,2014-12-22,3
9,10,2014-12-22,2
10,11,2014-12-22,0
11,12,2014-12-22,0
0,1,2014-12-23,2
1,2,2014-12-23,2
2,3,2014-12-23,-1
3,4,2014-12-23,3
4,5,2014-12-23,1
5,6,2014-12-23,0
6,7,2014-12-23,0
7,8,2014-12-23,0
8,9,2014-12-23,1
9,10,2014-12-23,0
10,11,2014-12-23,0
11,12,2014-12-23,0
0,1,2014-12-24,-1
1,2,2014-12-24,0
2,3,2014-12-24,0
3,4,2014-12-24,0
4,5,2014-12-24,0
5,6,2014-12-24,2
6,7,2014-12-24,0
7,8,2014-12-24,1
8,9,2014-12-24,1
9,10,2014-12-24,0
10,11,2014-12-24,0
11,12,2014-12-24,0
0,1,2014-12-25,0
1,2,2014-12-25,0
2,3,2014-12-25,0
3,4,2014-12-25,0
4,5,2014-12-25,0
5,6,2014-12-25,0
6,7,2014-12-25,0
7,8,2014-12-25,0
8,9,2014-12-25,0
9,10,2014-12-25,0
10,11,2014-12-25,0
11,12,2014-12-25,0
0,1,2014-12-26,-33
1,2,2014-12-26,-22
2,3,2014-12-26,-9
3,4,2014-12-26,-6
4,5,2014-12-26,-7
5,6,2014-12-26,-4
6,7,2014-12-26,-4
7,8,2014-12-26,-3
8,9,2014-12-26,-4
9,10,2014-12-26,-1
10,11,2014-12-26,0
11,12,2014-12-26,0
0,1,2014-12-27,0
1,2,2014-12-27,0
2,3,2014-12-27,0
3,4,2014-12-27,0
4,5,2014-12-27,0
5,6,2014-12-27,0
6,7,2014-12-27,0
7,8,2014-12-27,0
8,9,2014-12-27,0
9,10,2014-12-27,0
10,11,2014-12-27,0
11,12,2014-12-27,0
0,1,2014-12-28,0
1,2,2014-12-28,0
2,3,2014-12-28,0
3,4,2014-12-28,0
4,5,2014-12-28,0
5,6,2014-12-28,0
6,7,2014-12-28,0
7,8,2014-12-28,0
8,9,2014-12-28,0
9,10,2014-12-28,0
10,11,2014-12-28,0
11,12,2014-12-28,0
0,1,2014-12-29,29
1,2,2014-12-29,15
2,3,2014-12-29,9
3,4,2014-12-29,7
4,5,2014-12-29,8
5,6,2014-12-29,4
6,7,2014-12-29,6
7,8,2014-12-29,3
8,9,2014-12-29,1
9,10,2014-12-29,4
10,11,2014-12-29,0
11,12,2014-12-29,0
0,1,2014-12-30,2
1,2,2014-12-30,1
2,3,2014-12-30,0
3,4,2014-12-30,0
4,5,2014-12-30,0
5,6,2014-12-30,0
6,7,2014-12-30,-1
7,8,2014-12-30,0
8,9,2014-12-30,1
9,10,2014-12-30,0
10,11,2014-12-30,0
11,12,2014-12-30,0
0,1,2014-12-31,1
1,2,2014-12-31,0
2,3,2014-12-31,0
3,4,2014-12-31,0
4,5,2014-12-31,1
5,6,2014-12-31,0
6,7,2014-12-31,2
7,8,2014-12-31,0
8,9,2014-12-31,0
9,10,2014-12-31,0
10,11,2014-12-31,0
11,12,2014-12-31,0
0,1,2015-01-01,0
1,2,2015-01-01,0
2,3,2015-01-01,0
3,4,2015-01-01,0
4,5,2015-01-01,0
5,6,2015-01-01,0
6,7,2015-01-01,0
7,8,2015-01-01,0
8,9,2015-01-01,0
9,10,2015-01-01,0
10,11,2015-01-01,0
11,12,2015-01-01,0
0,1,2015-01-02,-26
1,2,2015-01-02,-14
2,3,2015-01-02,-9
3,4,2015-01-02,-14
4,5,2015-01-02,-6
5,6,2015-01-02,-2
6,7,2015-01-02,-3
7,8,2015-01-02,-5
8,9,2015-01-02,-2
9,10,2015-01-02,-6
10,11,2015-01-02,0
11,12,2015-01-02,0
0,1,2015-01-03,0
1,2,2015-01-03,0
2,3,2015-01-03,0
3,4,2015-01-03,0
4,5,2015-01-03,0
5,6,2015-01-03,0
6,7,2015-01-03,0
7,8,2015-01-03,0
8,9,2015-01-03,0
9,10,2015-01-03,0
10,11,2015-01-03,0
11,12,2015-01-03,0
0,1,2015-01-04,0
1,2,2015-01-04,0
2,3,2015-01-04,0
3,4,2015-01-04,0
4,5,2015-01-04,0
5,6,2015-01-04,0
6,7,2015-01-04,0
7,8,2015-01-04,0
8,9,2015-01-04,0
9,10,2015-01-04,0
10,11,2015-01-04,0
11,12,2015-01-04,0
0,1,2015-01-05,23
1,2,2015-01-05,20
2,3,2015-01-05,11
3,4,2015-01-05,3
4,5,2015-01-05,4
5,6,2015-01-05,0
6,7,2015-01-05,2
7,8,2015-01-05,1
8,9,2015-01-05,6
9,10,2015-01-05,1
10,11,2015-01-05,0
11,12,2015-01-05,0
0,1,2015-01-06,2
1,2,2015-01-06,-1
2,3,2015-01-06,-1
3,4,2015-01-06,1
4,5,2015-01-06,1
5,6,2015-01-06,0
6,7,2015-01-06,-1
7,8,2015-01-06,-1
8,9,2015-01-06,0
9,10,2015-01-06,1
10,11,2015-01-06,0
11,12,2015-01-06,0
0,1,2015-01-07,3
1,2,2015-01-07,1
2,3,2015-01-07,2
3,4,2015-01-07,1
4,5,2015-01-07,1
5,6,2015-01-07,0
6,7,2015-01-07,1
7,8,2015-01-07,1
8,9,2015-01-07,0
9,10,2015-01-07,0
10,11,2015-01-07,0
11,12,2015-01-07,0
0,1,2015-01-08,0
1,2,2015-01-08,-1
2,3,2015-01-08,-2
3,4,2015-01-08,-1
4,5,2015-01-08,0
5,6,2015-01-08,0
6,7,2015-01-08,-1
7,8,2015-01-08,0
8,9,2015-01-08,0
9,10,2015-01-08,0
10,11,2015-01-08,0
11,12,2015-01-08,0
0,1,2015-01-09,-33
1,2,2015-01-09,-13
2,3,2015-01-09,-6
3,4,2015-01-09,-7
4,5,2015-01-09,-3
5,6,2015-01-09,-4
6,7,2015-01-09,-3
7,8,2015-01-09,-4
8,9,2015-01-09,-6
9,10,2015-01-09,-5
10,11,2015-01-09,0
11,12,2015-01-09,0
0,1,2015-01-10,0
1,2,2015-01-10,0
2,3,2015-01-10,0
3,4,2015-01-10,0
4,5,2015-01-10,0
5,6,2015-01-10,0
6,7,2015-01-10,0
7,8,2015-01-10,0
8,9,2015-01-10,0
9,10,2015-01-10,0
10,11,2015-01-10,0
11,12,2015-01-10,0
0,1,2015-01-11,0
1,2,2015-01-11,0
2,3,2015-01-11,0
3,4,2015-01-11,0
4,5,2015-01-11,0
5,6,2015-01-11,0
6,7,2015-01-11,0
7,8,2015-01-11,0
8,9,2015-01-11,0
9,10,2015-01-11,0
10,11,2015-01-11,0
11,12,2015-01-11,0
0,1,2015-01-12,32
1,2,2015-01-12,6
2,3,2015-01-12,8
3,4,2015-01-12,2
4,5,2015-01-12,5
5,6,2015-01-12,2
6,7,2015-01-12,1
7,8,2015-01-12,3
8,9,2015-01-12,3
9,10,2015-01-12,4
10,11,2015-01-12,0
11,12,2015-01-12,0
0,1,2015-01-13,3
1,2,2015-01-13,2
2,3,2015-01-13,2
3,4,2015-01-13,-1
4,5,2015-01-13,-1
5,6,2015-01-13,0
6,7,2015-01-13,0
7,8,2015-01-13,2
8,9,2015-01-13,0
9,10,2015-01-13,0
10,11,2015-01-13,0
11,12,2015-01-13,0
0,1,2015-01-14,0
1,2,2015-01-14,-1
2,3,2015-01-14,0
3,4,2015-01-14,0
4,5,2015-01-14,1
5,6,2015-01-14,0
6,7,2015-01-14,0
7,8,2015-01-14,0
8,9,2015-01-14,0
9,10,2015-01-14,0
10,11,2015-01-14,0
11,12,2015-01-14,0
0,1,2015-01-15,1
1,2,2015-01-15,1
2,3,2015-01-15,0
3,4,2015-01-15,0
4,5,2015-01-15,2
5,6,2015-01-15,0
6,7,2015-01-15,0
7,8,2015-01-15,0
8,9,2015-01-15,0
9,10,2015-01-15,0
10,11,2015-01-15,0
11,12,2015-01-15,0
0,1,2015-01-16,-22
1,2,2015-01-16,-17
2,3,2015-01-16,-10
3,4,2015-01-16,-10
4,5,2015-01-16,-3
5,6,2015-01-16,-1
6,7,2015-01-16,-10
7,8,2015-01-16,-2
8,9,2015-01-16,-5
9,10,2015-01-16,-2
10,11,2015-01-16,0
11,12,2015-01-16,0
0,1,2015-01-17,0
1,2,2015-01-17,0
2,3,2015-01-17,0
3,4,2015-01-17,0
4,5,2015-01-17,0
5,6,2015-01-17,0
6,7,2015-01-17,0
7,8,2015-01-17,0
8,9,2015-01-17,0
9,10,2015-01-17,0
10,11,2015-01-17,0
11,12,2015-01-17,0
0,1,2015-01-18,0
1,2,2015-01-18,0
2,3,2015-01-18,0
3,4,2015-01-18,0
4,5,2015-01-18,0
5,6,2015-01-18,0
6,7,2015-01-18,0
7,8,2015-01-18,0
8,9,2015-01-18,0
9,10,2015-01-18,0
10,11,2015-01-18,0
11,12,2015-01-18,0
0,1,2015-01-19,0
1,2,2015-01-19,0
2,3,2015-01-19,0
3,4,2015-01-19,0
4,5,2015-01-19,0
5,6,2015-01-19,0
6,7,2015-01-19,0
7,8,2015-01-19,0
8,9,2015-01-19,0
9,10,2015-01-19,0
10,11,2015-01-19,0
11,12,2015-01-19,0
0,1,2015-01-20,21
1,2,2015-01-20,18
2,3,2015-01-20,10
3,4,2015-01-20,3
4,5,2015-01-20,4
5,6,2015-01-20,6
6,7,2015-01-20,5
7,8,2015-01-20,3
8,9,2015-01-20,5
9,10,2015-01-20,6
10,11,2015-01-20,0
11,12,2015-01-20,0
0,1,2015-01-21,0
1,2,2015-01-21,3
2,3,2015-01-21,2
3,4,2015-01-21,1
4,5,2015-01-21,0
5,6,2015-01-21,1
6,7,2015-01-21,1
7,8,2015-01-21,0
8,9,2015-01-21,0
9,10,2015-01-21,1
10,11,2015-01-21,0
11,12,2015-01-21,0
0,1,2015-01-22,-1
1,2,2015-01-22,0
2,3,2015-01-22,-1
3,4,2015-01-22,-1
4,5,2015-01-22,-1
5,6,2015-01-22,0
6,7,2015-01-22,0
7,8,2015-01-22,0
8,9,2015-01-22,0
9,10,2015-01-22,0
10,11,2015-01-22,0
11,12,2015-01-22,0
0,1,2015-01-23,-35
1,2,2015-01-23,-15
2,3,2015-01-23,-9
3,4,2015-01-23,-7
4,5,2015-01-23,-5
5,6,2015-01-23,-5
6,7,2015-01-23,-3
7,8,2015-01-23,-3
8,9,2015-01-23,-2
9,10,2015-01-23,-2
10,11,2015-01-23,0
11,12,2015-01-23,0
0,1,2015-01-24,0
1,2,2015-01-24,0
2,3,2015-01-24,0
3,4,2015-01-24,0
4,5,2015-01-24,0
5,6,2015-01-24,0
6,7,2015-01-24,0
7,8,2015-01-24,0
8,9,2015-01-24,0
9,10,2015-01-24,0
10,11,2015-01-24,0
11,12,2015-01-24,0
0,1,2015-01-25,0
1,2,2015-01-25,0
2,3,2015-01-25,0
3,4,2015-01-25,0
4,5,2015-01-25,0
5,6,2015-01-25,0
6,7,2015-01-25,0
7,8,2015-01-25,0
8,9,2015-01-25,0
9,10,2015-01-25,0
10,11,2015-01-25,0
11,12,2015-01-25,0
0,1,2015-01-26,28
1,2,2015-01-26,10
2,3,2015-01-26,8
3,4,2015-01-26,9
4,5,2015-01-26,8
5,6,2015-01-26,6
6,7,2015-01-26,3
7,8,2015-01-26,4
8,9,2015-01-26,7
9,10,2015-01-26,-1
10,11,2015-01-26,0
11,12,2015-01-26,0
0,1,2015-01-27,1
1,2,2015-01-27,1
2,3,2015-01-27,2
3,4,2015-01-27,1
4,5,2015-01-27,-1
5,6,2015-01-27,0
6,7,2015-01-27,0
7,8,2015-01-27,-1
8,9,2015-01-27,0
9,10,2015-01-27,0
10,11,2015-01-27,0
11,12,2015-01-27,0
0,1,2015-01-28,-1
1,2,2015-01-28,3
2,3,2015-01-28,2
3,4,2015-01-28,-2
4,5,2015-01-28,-1
5,6,2015-01-28,2
6,7,2015-01-28,-2
7,8,2015-01-28,-1
8,9,2015-01-28,0
9,10,2015-01-28,0
10,11,2015-01-28,0
11,12,2015-01-28,0
0,1,2015-01-29,-3
1,2,2015-01-29,-1
2,3,2015-01-29,0
3,4,2015-01-29,0
4,5,2015-01-29,-1
5,6,2015-01-29,-1
6,7,2015-01-29,0
7,8,2015-01-29,0
8,9,2015-01-29,0
9,10,2015-01-29,-1
10,11,2015-01-29,0
11,12,2015-01-29,0
0,1,2015-01-30,-30
1,2,2015-01-30,-18
2,3,2015-01-30,-9
3,4,2015-01-30,-5
4,5,2015-01-30,-3
5,6,2015-01-30,-4
6,7,2015-01-30,-1
7,8,2015-01-30,-4
8,9,2015-01-30,-2
9,10,2015-01-30,-3
10,11,2015-01-30,-1
11,12,2015-01-30,0
0,1,2015-01-31,0
1,2,2015-01-31,0
2,3,2015-01-31,0
3,4,2015-01-31,0
4,5,2015-01-31,0
5,6,2015-01-31,0
6,7,2015-01-31,0
7,8,2015-01-31,0
8,9,2015-01-31,0
9,10,2015-01-31,0
10,11,2015-01-31,0
11,12,2015-01-31,0
0,1,2015-02-01,0
1,2,2015-02-01,0
2,3,2015-02-01,0
3,4,2015-02-01,0
4,5,2015-02-01,0
5,6,2015-02-01,0
6,7,2015-02-01,0
7,8,2015-02-01,0
8,9,2015-02-01,0
9,10,2015-02-01,0
10,11,2015-02-01,0
11,12,2015-02-01,0
0,1,2015-02-02,23
1,2,2015-02-02,13
2,3,2015-02-02,8
3,4,2015-02-02,1
4,5,2015-02-02,7
5,6,2015-02-02,4
6,7,2015-02-02,4
7,8,2015-02-02,4
8,9,2015-02-02,2
9,10,2015-02-02,9
10,11,2015-02-02,0
11,12,2015-02-02,0
0,1,2015-02-03,3
1,2,2015-02-03,1
2,3,2015-02-03,4
3,4,2015-02-03,0
4,5,2015-02-03,0
5,6,2015-02-03,0
6,7,2015-02-03,0
7,8,2015-02-03,0
8,9,2015-02-03,0
9,10,2015-02-03,0
10,11,2015-02-03,0
11,12,2015-02-03,0
0,1,2015-02-04,2
1,2,2015-02-04,-1
2,3,2015-02-04,0
3,4,2015-02-04,0
4,5,2015-02-04,1
5,6,2015-02-04,0
6,7,2015-02-04,0
7,8,2015-02-04,0
8,9,2015-02-04,0
9,10,2015-02-04,0
10,11,2015-02-04,0
11,12,2015-02-04,0
0,1,2015-02-05,0
1,2,2015-02-05,-1
2,3,2015-02-05,1
3,4,2015-02-05,-1
4,5,2015-02-05,0
5,6,2015-02-05,1
6,7,2015-02-05,0
7,8,2015-02-05,0
8,9,2015-02-05,0
9,10,2015-02-05,1
10,11,2015-02-05,0
11,12,2015-02-05,0
0,1,2015-02-06,-29
1,2,2015-02-06,-15
2,3,2015-02-06,-17
3,4,2015-02-06,-5
4,5,2015-02-06,-6
5,6,2015-02-06,-7
6,7,2015-02-06,-5
7,8,2015-02-06,-3
8,9,2015-02-06,-2
9,10,2015-02-06,-7
10,11,2015-02-06,-1
11,12,2015-02-06,0
0,1,2015-02-07,0
1,2,2015-02-07,0
2,3,2015-02-07,0
3,4,2015-02-07,0
4,5,2015-02-07,0
5,6,2015-02-07,0
6,7,2015-02-07,0
7,8,2015-02-07,0
8,9,2015-02-07,0
9,10,2015-02-07,0
10,11,2015-02-07,0
11,12,2015-02-07,0
0,1,2015-02-08,0
1,2,2015-02-08,0
2,3,2015-02-08,0
3,4,2015-02-08,0
4,5,2015-02-08,0
5,6,2015-02-08,0
6,7,2015-02-08,0
7,8,2015-02-08,0
8,9,2015-02-08,0
9,10,2015-02-08,0
10,11,2015-02-08,0
11,12,2015-02-08,0
0,1,2015-02-09,33
1,2,2015-02-09,16
2,3,2015-02-09,8
3,4,2015-02-09,9
4,5,2015-02-09,1
5,6,2015-02-09,3
6,7,2015-02-09,12
7,8,2015-02-09,3
8,9,2015-02-09,3
9,10,2015-02-09,2
10,11,2015-02-09,0
11,12,2015-02-09,0
0,1,2015-02-10,2
1,2,2015-02-10,0
2,3,2015-02-10,1
3,4,2015-02-10,0
4,5,2015-02-10,1
5,6,2015-02-10,1
6,7,2015-02-10,2
7,8,2015-02-10,0
8,9,2015-02-10,0
9,10,2015-02-10,0
10,11,2015-02-10,0
11,12,2015-02-10,0
0,1,2015-02-11,1
1,2,2015-02-11,1
2,3,2015-02-11,1
3,4,2015-02-11,0
4,5,2015-02-11,1
5,6,2015-02-11,0
6,7,2015-02-11,0
7,8,2015-02-11,0
8,9,2015-02-11,0
9,10,2015-02-11,0
10,11,2015-02-11,0
11,12,2015-02-11,0
0,1,2015-02-12,0
1,2,2015-02-12,-1
2,3,2015-02-12,0
3,4,2015-02-12,-1
4,5,2015-02-12,0
5,6,2015-02-12,0
6,7,2015-02-12,1
7,8,2015-02-12,-1
8,9,2015-02-12,0
9,10,2015-02-12,0
10,11,2015-02-12,0
11,12,2015-02-12,0
0,1,2015-02-13,-20
1,2,2015-02-13,-16
2,3,2015-02-13,-8
3,4,2015-02-13,-4
4,5,2015-02-13,-8
5,6,2015-02-13,-2
6,7,2015-02-13,-2
7,8,2015-02-13,-5
8,9,2015-02-13,-2
9,10,2015-02-13,-4
10,11,2015-02-13,0
11,12,2015-02-13,0
0,1,2015-02-14,0
1,2,2015-02-14,0
2,3,2015-02-14,0
3,4,2015-02-14,0
4,5,2015-02-14,0
5,6,2015-02-14,0
6,7,2015-02-14,0
7,8,2015-02-14,0
8,9,2015-02-14,0
9,10,2015-02-14,0
10,11,2015-02-14,0
11,12,2015-02-14,0
0,1,2015-02-15,0
1,2,2015-02-15,0
2,3,2015-02-15,0
3,4,2015-02-15,0
4,5,2015-02-15,0
5,6,2015-02-15,0
6,7,2015-02-15,0
7,8,2015-02-15,0
8,9,2015-02-15,0
9,10,2015-02-15,0
10,11,2015-02-15,0
11,12,2015-02-15,0
0,1,2015-02-16,0
1,2,2015-02-16,0
2,3,2015-02-16,0
3,4,2015-02-16,0
4,5,2015-02-16,0
5,6,2015-02-16,0
6,7,2015-02-16,0
7,8,2015-02-16,0
8,9,2015-02-16,0
9,10,2015-02-16,0
10,11,2015-02-16,0
11,12,2015-02-16,0
0,1,2015-02-17,32
1,2,2015-02-17,20
2,3,2015-02-17,7
3,4,2015-02-17,2
4,5,2015-02-17,11
5,6,2015-02-17,3
6,7,2015-02-17,2
7,8,2015-02-17,4
8,9,2015-02-17,2
9,10,2015-02-17,4
10,11,2015-02-17,0
11,12,2015-02-17,0
0,1,2015-02-18,1
1,2,2015-02-18,1
2,3,2015-02-18,2
3,4,2015-02-18,0
4,5,2015-02-18,0
5,6,2015-02-18,0
6,7,2015-02-18,0
7,8,2015-02-18,0
8,9,2015-02-18,0
9,10,2015-02-18,0
10,11,2015-02-18,0
11,12,2015-02-18,0
0,1,2015-02-19,2
1,2,2015-02-19,-1
2,3,2015-02-19,0
3,4,2015-02-19,0
4,5,2015-02-19,1
5,6,2015-02-19,0
6,7,2015-02-19,-1
7,8,2015-02-19,0
8,9,2015-02-19,0
9,10,2015-02-19,0
10,11,2015-02-19,0
11,12,2015-02-19,0
0,1,2015-02-20,-27
1,2,2015-02-20,-11
2,3,2015-02-20,-8
3,4,2015-02-20,-9
4,5,2015-02-20,-4
5,6,2015-02-20,-5
6,7,2015-02-20,-7
7,8,2015-02-20,-3
8,9,2015-02-20,-5
9,10,2015-02-20,-2
10,11,2015-02-20,0
11,12,2015-02-20,0
0,1,2015-02-21,0
1,2,2015-02-21,0
2,3,2015-02-21,0
3,4,2015-02-21,0
4,5,2015-02-21,0
5,6,2015-02-21,0
6,7,2015-02-21,0
7,8,2015-02-21,0
8,9,2015-02-21,0
9,10,2015-02-21,0
10,11,2015-02-21,0
11,12,2015-02-21,0
0,1,2015-02-22,0
1,2,2015-02-22,0
2,3,2015-02-22,0
3,4,2015-02-22,0
4,5,2015-02-22,0
5,6,2015-02-22,0
6,7,2015-02-22,0
7,8,2015-02-22,0
8,9,2015-02-22,0
9,10,2015-02-22,0
10,11,2015-02-22,0
11,12,2015-02-22,0
0,1,2015-02-23,26
1,2,2015-02-23,16
2,3,2015-02-23,10
3,4,2015-02-23,4
4,5,2015-02-23,6
5,6,2015-02-23,3
6,7,2015-02-23,4
7,8,2015-02-23,1
8,9,2015-02-23,3
9,10,2015-02-23,4
10,11,2015-02-23,0
11,12,2015-02-23,0
0,1,2015-02-24,0
1,2,2015-02-24,1
2,3,2015-02-24,1
3,4,2015-02-24,1
4,5,2015-02-24,1
5,6,2015-02-24,1
6,7,2015-02-24,0
7,8,2015-02-24,0
8,9,2015-02-24,0
9,10,2015-02-24,0
10,11,2015-02-24,0
11,12,2015-02-24,0
0,1,2015-02-25,2
1,2,2015-02-25,-1
2,3,2015-02-25,0
3,4,2015-02-25,0
4,5,2015-02-25,1
5,6,2015-02-25,0
6,7,2015-02-25,0
7,8,2015-02-25,0
8,9,2015-02-25,0
9,10,2015-02-25,0
10,11,2015-02-25,0
11,12,2015-02-25,0
0,1,2015-02-26,2
1,2,2015-02-26,0
2,3,2015-02-26,2
3,4,2015-02-26,-1
4,5,2015-02-26,0
5,6,2015-02-26,0
6,7,2015-02-26,-1
7,8,2015-02-26,1
8,9,2015-02-26,0
9,10,2015-02-26,0
